Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,IS_indicator,Label,Label_var
0.734538952,0.300938228,0.128753808,0.103228586,0.917500292,0.58611898,0.140539118,0.785329484,0.221873758,0.003689776,0.984952189,0.579721486,0.861476354,0.164197734,2,0.858643765,0.868157485
0.192958439,0.21073767,0.78371165,0.074722154,0.463842102,0.073986991,0.3563785,0.047307584,0.859605115,0.810378195,0.132876649,0.956250782,0.201198504,0.505452557,2,-1.687860936,0.005328791
0.941723451,0.697715205,0.305738165,0.398511755,0.757114829,0.923455647,0.681361728,0.578369413,0.410722365,0.116466215,0.699272144,0.650500346,0.622835389,0.943614024,2,-0.103118912,0.149328559
0.677279823,0.820916715,0.034188581,0.848649754,0.146698579,0.438387842,0.273449679,0.374715548,0.512731716,0.309553211,0.585191825,0.469624561,0.78627383,0.798822877,2,-0.996813552,0.11191689
0.297142718,0.517576319,0.913588553,0.507817135,0.012396792,0.183641181,0.566215752,0.267396059,0.698444025,0.691496449,0.349427914,0.318743695,0.066413145,0.430001971,2,-0.764412829,0.151957686
0.453414303,0.193042326,0.269666554,0.472928559,0.661428205,0.682891644,0.830943279,0.965725324,0.761121913,0.257548509,0.417964774,0.754059156,0.145651494,0.602287057,2,-0.118836033,0.044130502
0.853222896,0.447319307,0.588340719,0.673343322,0.391715384,0.236860775,0.472507889,0.649676832,0.163145895,0.762563533,0.819492382,0.224026743,0.346614477,0.213437843,3,0.155751253,0.028971154
0.571229191,0.932869648,0.623407124,0.708671997,0.51116642,0.31770095,0.060502636,0.469093595,0.910916673,0.52341102,0.762589898,0.08148156,0.99137388,0.345682532,3,-0.222575889,0.147783439
0.343853215,0.086027475,0.428592685,0.994619645,0.813803576,0.716076465,0.702794329,0.893634275,0.319199689,0.990597073,0.220949384,0.144610231,0.496864137,0.817620803,3,0.212202958,0.104235012
0.060421186,0.749062831,0.858355726,0.25294337,0.204585899,0.893499606,0.90382117,0.13591533,0.06249671,0.477924226,0.063511401,0.86822597,0.572448388,0.025837201,3,-0.811952531,0.032531825
0.734538952,0.300938228,0.128753808,0.103228586,0.917500292,0.58611898,0.140539118,0.785329484,0.221873758,0.003689776,0.984952189,0.579721486,0.861476354,0.164197734,3,0.460264271,0.031398443
0.192958439,0.21073767,0.78371165,0.074722154,0.463842102,0.073986991,0.3563785,0.047307584,0.859605115,0.810378195,0.132876649,0.956250782,0.201198504,0.505452557,3,-1.415376646,0.003456391
0.941723451,0.697715205,0.305738165,0.398511755,0.757114829,0.923455647,0.681361728,0.578369413,0.410722365,0.116466215,0.699272144,0.650500346,0.622835389,0.943614024,3,-0.055791765,0.030590246
0.677279823,0.820916715,0.034188581,0.848649754,0.146698579,0.438387842,0.273449679,0.374715548,0.512731716,0.309553211,0.585191825,0.469624561,0.78627383,0.798822877,3,-0.462108675,0.010731435
0.297142718,0.517576319,0.913588553,0.507817135,0.012396792,0.183641181,0.566215752,0.267396059,0.698444025,0.691496449,0.349427914,0.318743695,0.066413145,0.430001971,3,-0.868659236,0.058066323
0.453414303,0.193042326,0.269666554,0.472928559,0.661428205,0.682891644,0.830943279,0.965725324,0.761121913,0.257548509,0.417964774,0.754059156,0.145651494,0.602287057,3,0.078042419,0.011665095
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.89366585,1.0,0.0,0,-1.629433835,0.0
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1753937,0.0,0,-1.629433835,0.0
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,-1.618843808,0.000336446
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.89366585,1.0,0.0,1,-1.629433835,0.0
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1753937,0.0,1,-1.629433835,0.0
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,-1.618843808,0.000336446
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.89366585,1.0,0.0,2,-1.60680856,0.000106286
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2,-1.628649904,1.37021e-05
0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2,-1.661943869,8.10466e-07
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2,-1.661512811,1.00229e-05
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2,-1.628234344,4.53927e-05
0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,-1.610781036,0.000138291
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,-1.633496561,6.16578e-05
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1753937,0.0,2,-1.605899408,0.000222101
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2,-1.623890465,3.51853e-05
1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,-1.636586413,1.29239e-05
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.89366585,1.0,0.0,3,-1.497323238,0.000534051
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3,-1.521995535,7.35549e-05
0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,-1.55331019,6.77632e-05
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3,-1.520392518,1.77234e-05
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3,-1.52719247,9.15097e-05
0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3,-1.499816052,0.000109857
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3,-1.530843656,0.000144947
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1753937,0.0,3,-1.525494386,2.50901e-05
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3,-1.52607726,7.00025e-05
1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,-1.529184226,0.000170084
0.622397304,0.213920385,0.223942459,0.282675564,0.832501233,0.440186441,0.0,0.798103929,0.233482093,0.234394297,0.914427996,0.402090132,0.824115217,0.065636881,0,-0.854770654,0.019506692
0.692631006,0.329450071,0.144249722,0.047880545,0.723228574,0.585372925,0.0,0.766756177,0.488476485,0.0,0.891606927,0.80183202,0.534977436,0.197802588,0,1.346568614,0.151628345
0.895112395,0.394366086,0.060292501,0.062975861,0.974919856,0.782931745,0.0,0.706783235,0.036362652,0.0,0.991494,0.664073348,0.885769069,0.412335813,0,-0.09492842,0.071307941
0.622397304,0.213920385,0.223942459,0.282675564,0.832501233,0.440186441,0.0,0.798103929,0.233482093,0.234394297,0.914427996,0.402090132,0.824115217,0.065636881,1,1.402478549,0.270811233
0.692631006,0.329450071,0.144249722,0.047880545,0.723228574,0.585372925,0.0,0.766756177,0.488476485,0.0,0.891606927,0.80183202,0.534977436,0.197802588,1,1.676875385,0.203925214
0.895112395,0.394366086,0.060292501,0.062975861,0.974919856,0.782931745,0.0,0.706783235,0.036362652,0.0,0.991494,0.664073348,0.885769069,0.412335813,1,1.863765777,0.111689827
0.683142602,0.892652512,0.788803637,0.135791436,0.672508419,1.0,0.0,0.441316754,0.392110854,0.213015258,0.470081031,0.710883319,0.481200248,0.768567264,2,0.462947099,0.013893077
0.622397304,0.213920385,0.223942459,0.282675564,0.832501233,0.440186441,0.0,0.798103929,0.233482093,0.234394297,0.914427996,0.402090132,0.824115217,0.065636881,2,0.270510277,0.003332851
0.713793576,1.0,0.80025959,1.0,0.273069501,0.444309086,0.0,0.318699837,0.999914646,0.718321204,0.144958526,0.299043387,0.966872454,0.0,2,-0.291423518,0.03625547
0.045007378,1.0,0.79697293,0.115943998,0.225056708,0.265990168,0.0,0.338549882,0.641115427,0.274740934,0.889216304,0.002468944,0.731244326,0.467445135,2,-0.419263119,0.032054043
0.0,0.65812242,1.0,0.524194419,0.0,0.23215495,0.0,0.061855406,0.0,0.066524372,0.0,0.0,0.0,0.0,2,-1.437269233,0.00123302
0.0,0.809010983,1.0,0.34038052,0.0,0.0,0.0,0.190282032,0.472136974,0.611014605,0.0,1.0,0.0,0.0,2,-1.56232091,0.000217668
0.692631006,0.329450071,0.144249722,0.047880545,0.723228574,0.585372925,0.0,0.766756177,0.488476485,0.0,0.891606927,0.80183202,0.534977436,0.197802588,2,0.834996412,0.005916686
1.0,0.934891045,0.029191619,0.596147597,0.801888883,0.881707072,0.0,0.492823184,0.699725032,0.0,0.851615608,0.556821764,0.94762826,1.0,2,0.908731199,0.026369307
0.679635167,0.206328228,0.19182843,0.35081175,0.836603224,0.753539443,0.0,0.763229787,0.283479422,0.133381158,0.693337023,0.584999442,0.630322874,0.558726013,2,0.44134113,0.00784563
0.895112395,0.394366086,0.060292501,0.062975861,0.974919856,0.782931745,0.0,0.706783235,0.036362652,0.0,0.991494,0.664073348,0.885769069,0.412335813,2,1.251715937,0.005257867
0.683142602,0.892652512,0.788803637,0.135791436,0.672508419,1.0,0.0,0.441316754,0.392110854,0.213015258,0.470081031,0.710883319,0.481200248,0.768567264,3,0.444062157,0.035116315
0.622397304,0.213920385,0.223942459,0.282675564,0.832501233,0.440186441,0.0,0.798103929,0.233482093,0.234394297,0.914427996,0.402090132,0.824115217,0.065636881,3,0.583791453,0.095556961
0.713793576,1.0,0.80025959,1.0,0.273069501,0.444309086,0.0,0.318699837,0.999914646,0.718321204,0.144958526,0.299043387,0.966872454,0.0,3,-0.497125343,0.005079056
0.045007378,1.0,0.79697293,0.115943998,0.225056708,0.265990168,0.0,0.338549882,0.641115427,0.274740934,0.889216304,0.002468944,0.731244326,0.467445135,3,-0.5631915,0.011047748
0.0,0.65812242,1.0,0.524194419,0.0,0.23215495,0.0,0.061855406,0.0,0.066524372,0.0,0.0,0.0,0.0,3,-1.171459669,0.000634422
0.0,0.809010983,1.0,0.34038052,0.0,0.0,0.0,0.190282032,0.472136974,0.611014605,0.0,1.0,0.0,0.0,3,-1.383301377,0.001356073
0.692631006,0.329450071,0.144249722,0.047880545,0.723228574,0.585372925,0.0,0.766756177,0.488476485,0.0,0.891606927,0.80183202,0.534977436,0.197802588,3,0.466754525,0.069844929
1.0,0.934891045,0.029191619,0.596147597,0.801888883,0.881707072,0.0,0.492823184,0.699725032,0.0,0.851615608,0.556821764,0.94762826,1.0,3,0.049248587,0.005331633
0.679635167,0.206328228,0.19182843,0.35081175,0.836603224,0.753539443,0.0,0.763229787,0.283479422,0.133381158,0.693337023,0.584999442,0.630322874,0.558726013,3,0.283997718,0.015949557
0.895112395,0.394366086,0.060292501,0.062975861,0.974919856,0.782931745,0.0,0.706783235,0.036362652,0.0,0.991494,0.664073348,0.885769069,0.412335813,3,0.437189049,0.034621001
0.724586844,0.963391781,0.807444334,0.53673774,0.676774383,1.0,0.0,0.424377918,0.746179342,0.0,0.682061851,0.876846254,0.311077654,0.905368507,0,0.381539719,0.09073603
1.0,0.954970896,0.710873127,0.035225369,0.350497872,1.0,0.0,0.432661384,0.524498522,0.0,0.471134812,0.837764621,0.888798952,0.669501126,0,-0.327894942,0.082898304
0.465088397,0.959913671,0.42588228,0.291858584,0.887327135,1.0,0.0,0.43379578,0.431575567,0.030499671,0.150763676,0.684570611,0.717639148,0.695796311,0,-0.74118539,0.003254706
0.724586844,0.963391781,0.807444334,0.53673774,0.676774383,1.0,0.0,0.424377918,0.746179342,0.0,0.682061851,0.876846254,0.311077654,0.905368507,1,-0.032471031,0.06414036
1.0,0.954970896,0.710873127,0.035225369,0.350497872,1.0,0.0,0.432661384,0.524498522,0.0,0.471134812,0.837764621,0.888798952,0.669501126,1,0.126633042,0.166828628
0.465088397,0.959913671,0.42588228,0.291858584,0.887327135,1.0,0.0,0.43379578,0.431575567,0.030499671,0.150763676,0.684570611,0.717639148,0.695796311,1,0.441352062,0.19473758
0.0,0.563427091,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2,-1.607867489,2.97037e-05
0.0,0.528984785,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2,-1.657871267,5.33511e-06
0.706949949,0.882196367,0.418109119,0.0,0.866477251,1.0,0.0,0.444619119,0.166545719,0.0,0.835824132,0.878203213,0.486300766,0.913057685,2,0.529183213,0.006722131
0.724586844,0.963391781,0.807444334,0.53673774,0.676774383,1.0,0.0,0.424377918,0.746179342,0.0,0.682061851,0.876846254,0.311077654,0.905368507,2,0.507395846,0.010979282
1.0,0.954970896,0.710873127,0.035225369,0.350497872,1.0,0.0,0.432661384,0.524498522,0.0,0.471134812,0.837764621,0.888798952,0.669501126,2,0.378967162,0.010062619
0.919499874,0.957291424,0.447918534,0.001409636,0.750665188,1.0,0.0,0.420505017,0.658713102,0.587576568,0.486703753,0.6078403,0.454425037,1.0,2,-0.039209533,0.01813962
0.465088397,0.959913671,0.42588228,0.291858584,0.887327135,1.0,0.0,0.43379578,0.431575567,0.030499671,0.150763676,0.684570611,0.717639148,0.695796311,2,0.27849045,0.018479371
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,-1.658638772,4.0817e-05
1.0,0.965400696,0.908456802,0.470560014,0.819778621,1.0,0.0,0.408281446,0.238571048,0.129657969,0.506907523,0.447048336,0.738451064,0.967826068,2,0.316649569,0.015659345
0.03548798,1.0,0.34837532,0.570734918,0.120617911,0.55607909,0.622564673,1.0,0.889778912,0.425011158,0.758300126,0.332875133,0.687106669,0.389330029,2,0.10229829,0.04282653
0.0,0.563427091,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3,-1.507347802,3.66819e-05
0.0,0.528984785,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3,-1.52942578,1.22976e-05
0.706949949,0.882196367,0.418109119,0.0,0.866477251,1.0,0.0,0.444619119,0.166545719,0.0,0.835824132,0.878203213,0.486300766,0.913057685,3,0.49436021,0.032864322
0.724586844,0.963391781,0.807444334,0.53673774,0.676774383,1.0,0.0,0.424377918,0.746179342,0.0,0.682061851,0.876846254,0.311077654,0.905368507,3,0.268260903,0.017951393
1.0,0.954970896,0.710873127,0.035225369,0.350497872,1.0,0.0,0.432661384,0.524498522,0.0,0.471134812,0.837764621,0.888798952,0.669501126,3,0.173851642,0.005111619
0.919499874,0.957291424,0.447918534,0.001409636,0.750665188,1.0,0.0,0.420505017,0.658713102,0.587576568,0.486703753,0.6078403,0.454425037,1.0,3,-0.220993738,0.007834645
0.465088397,0.959913671,0.42588228,0.291858584,0.887327135,1.0,0.0,0.43379578,0.431575567,0.030499671,0.150763676,0.684570611,0.717639148,0.695796311,3,0.084731918,0.054955081
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,-1.522154046,1.47502e-05
1.0,0.965400696,0.908456802,0.470560014,0.819778621,1.0,0.0,0.408281446,0.238571048,0.129657969,0.506907523,0.447048336,0.738451064,0.967826068,3,-0.209726094,0.010589136
0.03548798,1.0,0.34837532,0.570734918,0.120617911,0.55607909,0.622564673,1.0,0.889778912,0.425011158,0.758300126,0.332875133,0.687106669,0.389330029,3,0.360218301,0.06743258
0.993678987,1.0,0.431362808,0.474407196,0.723219752,1.0,0.0,0.555306971,0.269438565,0.0,1.0,1.0,0.577335656,0.514235854,0,1.87181036,0.038866036
0.626113474,1.0,0.657940567,0.038573168,0.369077742,1.0,0.0,0.527269006,0.573631406,0.0,1.0,0.720511377,0.279843897,0.983872354,0,2.517360395,0.287654291
1.0,0.633405745,0.0,0.0,1.0,1.0,0.0,0.556485236,0.675690174,0.0,1.0,1.0,0.531806707,0.441965312,0,0.418817052,0.272697289
0.993678987,1.0,0.431362808,0.474407196,0.723219752,1.0,0.0,0.555306971,0.269438565,0.0,1.0,1.0,0.577335656,0.514235854,1,1.323155456,3.722018696
0.626113474,1.0,0.657940567,0.038573168,0.369077742,1.0,0.0,0.527269006,0.573631406,0.0,1.0,0.720511377,0.279843897,0.983872354,1,0.25615343,0.054444547
1.0,0.633405745,0.0,0.0,1.0,1.0,0.0,0.556485236,0.675690174,0.0,1.0,1.0,0.531806707,0.441965312,1,1.309095229,0.679507899
1.0,0.572054029,0.09056519,0.127765313,0.356696218,1.0,0.0,0.55352354,0.241603106,0.0,1.0,1.0,0.467068374,0.921807051,2,0.442084287,0.017333435
0.752652347,0.829904437,0.549969077,0.041299842,0.871204257,0.815589607,0.0,0.572167277,0.502465904,0.0,1.0,1.0,0.812773228,0.999804378,2,0.438815414,0.003130598
1.0,0.523109317,0.666020393,0.0,0.817048192,1.0,0.0,0.537538826,0.316671282,0.0,1.0,1.0,0.290284634,0.366254956,2,0.520223131,0.01636247
0.716709971,1.0,0.800673783,0.0,0.97908318,1.0,0.0,0.527432084,0.717058539,0.0,1.0,0.89350152,0.524462998,0.401612639,2,0.526275827,0.002732307
0.993678987,1.0,0.431362808,0.474407196,0.723219752,1.0,0.0,0.555306971,0.269438565,0.0,1.0,1.0,0.577335656,0.514235854,2,0.388934885,0.019594631
0.626113474,1.0,0.657940567,0.038573168,0.369077742,1.0,0.0,0.527269006,0.573631406,0.0,1.0,0.720511377,0.279843897,0.983872354,2,0.270085358,0.010011467
1.0,0.888630569,0.288976759,0.035297301,0.808303177,0.470596939,0.0,0.556849718,0.384556264,0.0,0.996708989,1.0,0.432501614,0.704157174,2,0.454614421,0.002603026
0.951848805,0.932647228,0.191620737,0.077390708,0.546640337,1.0,0.0,0.547818303,0.373028606,0.0,1.0,0.779298186,0.22121799,0.318332106,2,0.425764971,0.003739474
0.448266476,0.834059298,0.165888488,0.02063366,0.477833152,1.0,0.0,0.581486702,0.414126962,0.0,1.0,0.997878015,0.661992729,0.474583089,2,0.423079382,0.008667157
1.0,0.633405745,0.0,0.0,1.0,1.0,0.0,0.556485236,0.675690174,0.0,1.0,1.0,0.531806707,0.441965312,2,0.420869306,0.003535333
1.0,0.572054029,0.09056519,0.127765313,0.356696218,1.0,0.0,0.55352354,0.241603106,0.0,1.0,1.0,0.467068374,0.921807051,3,1.094105627,0.181769323
0.752652347,0.829904437,0.549969077,0.041299842,0.871204257,0.815589607,0.0,0.572167277,0.502465904,0.0,1.0,1.0,0.812773228,0.999804378,3,1.165369236,0.098602279
1.0,0.523109317,0.666020393,0.0,0.817048192,1.0,0.0,0.537538826,0.316671282,0.0,1.0,1.0,0.290284634,0.366254956,3,1.389121822,1.062397736
0.716709971,1.0,0.800673783,0.0,0.97908318,1.0,0.0,0.527432084,0.717058539,0.0,1.0,0.89350152,0.524462998,0.401612639,3,0.936626914,0.104413585
0.993678987,1.0,0.431362808,0.474407196,0.723219752,1.0,0.0,0.555306971,0.269438565,0.0,1.0,1.0,0.577335656,0.514235854,3,0.874368449,0.025205259
0.626113474,1.0,0.657940567,0.038573168,0.369077742,1.0,0.0,0.527269006,0.573631406,0.0,1.0,0.720511377,0.279843897,0.983872354,3,0.757522816,0.071286061
1.0,0.888630569,0.288976759,0.035297301,0.808303177,0.470596939,0.0,0.556849718,0.384556264,0.0,0.996708989,1.0,0.432501614,0.704157174,3,0.551996921,0.104640988
0.951848805,0.932647228,0.191620737,0.077390708,0.546640337,1.0,0.0,0.547818303,0.373028606,0.0,1.0,0.779298186,0.22121799,0.318332106,3,0.521173546,0.105337004
0.448266476,0.834059298,0.165888488,0.02063366,0.477833152,1.0,0.0,0.581486702,0.414126962,0.0,1.0,0.997878015,0.661992729,0.474583089,3,0.630591314,0.064432635
1.0,0.633405745,0.0,0.0,1.0,1.0,0.0,0.556485236,0.675690174,0.0,1.0,1.0,0.531806707,0.441965312,3,0.335574926,0.038120871
1.0,1.0,0.553695619,0.382188261,0.95391798,1.0,0.0,0.497295678,7.14026e-05,0.0,1.0,1.0,0.781532764,0.704895139,0,-0.109926316,0.030040464
1.0,1.0,0.729726374,0.554953814,0.384545892,1.0,0.0,0.482494533,0.149299681,0.0,1.0,1.0,0.525014937,1.0,0,-0.219088048,0.011706289
0.677068353,1.0,0.998768568,0.243818447,0.59748739,1.0,0.0,0.492385685,0.0,0.0,1.0,1.0,0.323204577,0.588117599,0,0.060421874,0.034600625
1.0,1.0,0.553695619,0.382188261,0.95391798,1.0,0.0,0.497295678,7.14026e-05,0.0,1.0,1.0,0.781532764,0.704895139,1,0.749768143,0.071863504
1.0,1.0,0.729726374,0.554953814,0.384545892,1.0,0.0,0.482494533,0.149299681,0.0,1.0,1.0,0.525014937,1.0,1,0.691669469,0.113294631
0.677068353,1.0,0.998768568,0.243818447,0.59748739,1.0,0.0,0.492385685,0.0,0.0,1.0,1.0,0.323204577,0.588117599,1,0.852155987,0.021801625
0.833565652,0.628003776,0.703234434,0.556527734,0.834193468,1.0,0.0,0.540285468,0.16666241,0.0,1.0,1.0,0.37770015,0.661725044,2,1.423756475,0.021178487
1.0,1.0,0.534033716,0.012104584,0.696777821,1.0,0.0,0.545720398,0.175544396,0.0,1.0,0.755527675,0.692815721,0.708499014,2,0.756932923,0.005417561
1.0,1.0,0.553695619,0.382188261,0.95391798,1.0,0.0,0.497295678,7.14026e-05,0.0,1.0,1.0,0.781532764,0.704895139,2,0.725641426,0.001018457
0.800651312,0.6270805,0.704553902,0.127445653,0.587237239,1.0,0.0,0.544448495,0.279944032,0.0,1.0,1.0,0.636003196,0.684646785,2,0.68354226,0.007325398
1.0,1.0,0.629236281,0.491119057,0.588653445,1.0,0.0,0.522987902,0.704245925,0.0,1.0,1.0,0.625322819,0.73266238,2,0.385194783,0.004709719
0.598073721,1.0,0.362659514,0.488521308,0.812013865,1.0,0.0,0.533172309,0.247517437,0.0,1.0,1.0,0.476406366,0.94389683,2,0.501192665,0.000585002
1.0,1.0,0.586979687,0.246052623,0.716366827,1.0,0.0,0.577735484,0.358233213,0.0,0.727301419,1.0,0.43048209,0.8167274,2,0.342613642,0.002916581
1.0,1.0,0.638500929,0.256081313,0.978768229,1.0,0.0,0.518009067,0.277173102,0.0,1.0,0.86434871,0.243894815,0.976772785,2,0.418586013,0.003571587
1.0,1.0,0.729726374,0.554953814,0.384545892,1.0,0.0,0.482494533,0.149299681,0.0,1.0,1.0,0.525014937,1.0,2,0.416079381,0.005897668
0.677068353,1.0,0.998768568,0.243818447,0.59748739,1.0,0.0,0.492385685,0.0,0.0,1.0,1.0,0.323204577,0.588117599,2,0.618695884,0.032013876
0.833565652,0.628003776,0.703234434,0.556527734,0.834193468,1.0,0.0,0.540285468,0.16666241,0.0,1.0,1.0,0.37770015,0.661725044,3,1.33070713,0.183199539
1.0,1.0,0.534033716,0.012104584,0.696777821,1.0,0.0,0.545720398,0.175544396,0.0,1.0,0.755527675,0.692815721,0.708499014,3,0.999397235,0.14818875
1.0,1.0,0.553695619,0.382188261,0.95391798,1.0,0.0,0.497295678,7.14026e-05,0.0,1.0,1.0,0.781532764,0.704895139,3,0.90163678,0.345658472
0.800651312,0.6270805,0.704553902,0.127445653,0.587237239,1.0,0.0,0.544448495,0.279944032,0.0,1.0,1.0,0.636003196,0.684646785,3,0.941565868,0.231941795
1.0,1.0,0.629236281,0.491119057,0.588653445,1.0,0.0,0.522987902,0.704245925,0.0,1.0,1.0,0.625322819,0.73266238,3,0.669635141,0.099828849
0.598073721,1.0,0.362659514,0.488521308,0.812013865,1.0,0.0,0.533172309,0.247517437,0.0,1.0,1.0,0.476406366,0.94389683,3,0.658837944,0.055776741
1.0,1.0,0.586979687,0.246052623,0.716366827,1.0,0.0,0.577735484,0.358233213,0.0,0.727301419,1.0,0.43048209,0.8167274,3,0.619254037,0.087998936
1.0,1.0,0.638500929,0.256081313,0.978768229,1.0,0.0,0.518009067,0.277173102,0.0,1.0,0.86434871,0.243894815,0.976772785,3,0.739465769,0.512905026
1.0,1.0,0.729726374,0.554953814,0.384545892,1.0,0.0,0.482494533,0.149299681,0.0,1.0,1.0,0.525014937,1.0,3,0.531802565,0.120033017
0.677068353,1.0,0.998768568,0.243818447,0.59748739,1.0,0.0,0.492385685,0.0,0.0,1.0,1.0,0.323204577,0.588117599,3,0.03291306,0.037704192
0.837648451,0.58282125,0.624914587,0.466308624,0.835391998,1.0,0.0,0.529250741,0.392617732,0.0,1.0,1.0,0.748029113,0.710853934,0,0.144186904,0.044824346
1.0,0.552789629,0.430890441,0.539626777,0.60307318,1.0,0.0,0.51657629,0.0,0.0,1.0,1.0,0.607031167,0.126876041,0,-0.191809405,0.045128899
